1622702806468-- 相似度：0.108718(D).jpg
1622703381500-- 相似度：0.703324(T).jpg
1622703383564-- 相似度：0.944183(D).jpg
1622703383725-- 相似度：0.895319(T).jpg
1622703383888-- 相似度：0.860494(T).jpg
1622703384047-- 相似度：0.807412(T).jpg
1622703384213-- 相似度：0.834703(T).jpg
1622703386096-- 相似度：0.936252(D).jpg
1622703386256-- 相似度：0.946982(T).jpg
1622703386415-- 相似度：0.941871(T).jpg
1622703386570-- 相似度：0.94559(T).jpg
1622703386729-- 相似度：0.992961(T).jpg
1622703389853-- 相似度：0.645964(D).jpg
1622703390008-- 相似度：0.750587(T).jpg
1622703390167-- 相似度：0.609897(T).jpg
1622703390320-- 相似度：0.566837(T).jpg
1622703390487-- 相似度：0.627754(T).jpg
1622703393092-- 相似度：0.976112(D).jpg
1622703393250-- 相似度：0.897181(T).jpg
1622703393415-- 相似度：0.918031(T).jpg
1622703393572-- 相似度：0.940605(T).jpg
1622703393732-- 相似度：0.936525(T).jpg
1622703396541-- 相似度：0.994927(D).jpg
1622703396703-- 相似度：0.939729(T).jpg
1622703396862-- 相似度：0.98302(T).jpg
1622703397022-- 相似度：0.986909(T).jpg
1622703397186-- 相似度：0.972597(T).jpg
1622703399006-- 相似度：0.787939(D).jpg
1622703399173-- 相似度：0.962384(T).jpg
1622703399335-- 相似度：0.921586(T).jpg
1622703399496-- 相似度：0.87841(T).jpg
1622703399658-- 相似度：0.88644(T).jpg
