1621912989192-- 相似度：0.965414(D).jpg
1621913513649-- 相似度：0.886748(T).jpg
1621913530299-- 相似度：0.0(D).jpg
1621913530415-- 相似度：0.0(T).jpg
1621913534577-- 相似度：0.376809(D).jpg
1621913534708-- 相似度：0.531201(T).jpg
1621913534826-- 相似度：0.410455(T).jpg
1621913534945-- 相似度：0.478734(T).jpg
1621913535067-- 相似度：0.491306(T).jpg
1621913535186-- 相似度：0.711143(T).jpg
1621913535305-- 相似度：0.64718(T).jpg
1621913535424-- 相似度：0.840004(T).jpg
1621913535544-- 相似度：0.641319(T).jpg
1621913535672-- 相似度：0.692673(T).jpg
1621913535791-- 相似度：0.851434(T).jpg
1621913538292-- 相似度：0.706648(D).jpg
1621913538422-- 相似度：0.396374(T).jpg
1621913538542-- 相似度：0.456855(T).jpg
1621913538663-- 相似度：0.360025(T).jpg
1621913538785-- 相似度：0.4472(T).jpg
1621913538907-- 相似度：0.420697(T).jpg
1621913539028-- 相似度：0.383091(T).jpg
1621913539150-- 相似度：0.557357(T).jpg
1621913539271-- 相似度：0.535786(T).jpg
1621913539400-- 相似度：0.477851(T).jpg
1621913539521-- 相似度：0.44244(T).jpg
1621913549811-- 相似度：0.97492(D).jpg
1621913549943-- 相似度：0.945783(T).jpg
1621913550062-- 相似度：0.928252(T).jpg
1621913550183-- 相似度：0.783136(T).jpg
1621913550302-- 相似度：0.647168(T).jpg
1621913550418-- 相似度：0.413755(T).jpg
1621913550534-- 相似度：0.106442(T).jpg
1621913550653-- 相似度：0.412888(T).jpg
1621913550729-- 相似度：0.0(T).jpg
1621913550812-- 相似度：0.0(T).jpg
1621913550892-- 相似度：0.0(T).jpg
1621913552351-- 相似度：0.616568(D).jpg
1621913552485-- 相似度：0.87207(T).jpg
1621913552606-- 相似度：0.873351(T).jpg
1621913552728-- 相似度：0.937393(T).jpg
1621913552850-- 相似度：0.919699(T).jpg
1621913552973-- 相似度：0.969456(T).jpg
1621913553093-- 相似度：0.955546(T).jpg
1621913553213-- 相似度：0.966085(T).jpg
1621913553334-- 相似度：0.89009(T).jpg
1621913553463-- 相似度：0.937647(T).jpg
1621913553586-- 相似度：0.848108(T).jpg
1621913561604-- 相似度：0.274324(D).jpg
1621913561725-- 相似度：0.487216(T).jpg
1621913561846-- 相似度：0.475789(T).jpg
1621913561966-- 相似度：0.406289(T).jpg
1621913562085-- 相似度：0.461261(T).jpg
1621913562211-- 相似度：0.490948(T).jpg
1621913562331-- 相似度：0.504777(T).jpg
1621913562452-- 相似度：0.483148(T).jpg
1621913562572-- 相似度：0.458926(T).jpg
1621913562700-- 相似度：0.420182(T).jpg
1621913562822-- 相似度：0.44447(T).jpg
1621913565479-- 相似度：0.289663(D).jpg
1621913565612-- 相似度：0.003686(T).jpg
1621913565733-- 相似度：0.122183(T).jpg
1621913565855-- 相似度：0.857718(T).jpg
1621913565975-- 相似度：0.878989(T).jpg
1621913566097-- 相似度：0.683771(T).jpg
1621913566218-- 相似度：0.923856(T).jpg
1621913566338-- 相似度：0.671937(T).jpg
1621913566459-- 相似度：0.966798(T).jpg
1621913566588-- 相似度：0.944018(T).jpg
1621913566712-- 相似度：0.942313(T).jpg
1621913570147-- 相似度：0.756799(D).jpg
1621913570279-- 相似度：0.617685(T).jpg
1621913570403-- 相似度：0.770052(T).jpg
1621913570525-- 相似度：0.787599(T).jpg
1621913570646-- 相似度：0.713829(T).jpg
1621913570768-- 相似度：0.577019(T).jpg
1621913570890-- 相似度：0.631306(T).jpg
1621913571019-- 相似度：0.697184(T).jpg
1621913571141-- 相似度：0.915413(T).jpg
1621913571273-- 相似度：0.874086(T).jpg
1621913571396-- 相似度：0.92827(T).jpg
1621913576983-- 相似度：0.852655(D).jpg
1621913577115-- 相似度：0.869005(T).jpg
1621913577235-- 相似度：0.935784(T).jpg
1621913577357-- 相似度：0.959164(T).jpg
1621913577480-- 相似度：0.985967(T).jpg
1621913577602-- 相似度：0.995708(T).jpg
1621913577723-- 相似度：0.976436(T).jpg
1621913577843-- 相似度：0.8443(T).jpg
1621913577975-- 相似度：0.78629(T).jpg
1621913578095-- 相似度：0.548856(T).jpg
1621913578217-- 相似度：0.824328(T).jpg
1621913578342-- 相似度：0.949842(D).jpg
1621913578466-- 相似度：0.984771(T).jpg
1621913579418-- 相似度：0.870426(D).jpg
1621913579562-- 相似度：0.517537(T).jpg
1621913579685-- 相似度：0.508665(T).jpg
1621913579809-- 相似度：0.733319(T).jpg
1621913579933-- 相似度：0.674927(T).jpg
1621913580057-- 相似度：0.972486(T).jpg
1621913580180-- 相似度：0.973206(T).jpg
1621913580306-- 相似度：0.969216(T).jpg
1621913580430-- 相似度：0.976996(T).jpg
1621913580564-- 相似度：0.980914(T).jpg
1621913580689-- 相似度：0.983629(T).jpg
1621913583133-- 相似度：0.0(D).jpg
1621913583295-- 相似度：0.873591(T).jpg
1621913583413-- 相似度：0.663764(T).jpg
1621913584243-- 相似度：0.509493(D).jpg
1621913584369-- 相似度：0.99194(T).jpg
1621913584490-- 相似度：0.983654(T).jpg
1621913584611-- 相似度：0.99546(T).jpg
1621913584732-- 相似度：0.969834(T).jpg
1621913584852-- 相似度：0.965275(T).jpg
1621913584974-- 相似度：0.990928(T).jpg
1621913585096-- 相似度：0.993297(T).jpg
1621913585229-- 相似度：0.995365(T).jpg
1621913585351-- 相似度：0.963585(T).jpg
1621913585475-- 相似度：0.989262(T).jpg
1621913586423-- 相似度：0.98074(D).jpg
1621913586556-- 相似度：0.976344(T).jpg
1621913586679-- 相似度：0.967296(T).jpg
1621913586804-- 相似度：0.987038(T).jpg
1621913586927-- 相似度：0.971445(T).jpg
1621913587051-- 相似度：0.980381(T).jpg
1621913587175-- 相似度：0.976111(T).jpg
1621913587299-- 相似度：0.993866(T).jpg
1621913587430-- 相似度：0.987089(T).jpg
1621913587555-- 相似度：0.978918(T).jpg
1621913587679-- 相似度：0.977984(T).jpg
1621913590150-- 相似度：0.0(D).jpg
1621913590315-- 相似度：0.984632(T).jpg
1621913592942-- 相似度：0.968711(D).jpg
1621913593072-- 相似度：0.936339(T).jpg
1621913593192-- 相似度：0.980891(T).jpg
1621913593312-- 相似度：0.986574(T).jpg
1621913593461-- 相似度：0.993901(D).jpg
1621913593584-- 相似度：0.991587(T).jpg
1621913593703-- 相似度：0.975329(T).jpg
1621913593822-- 相似度：0.987062(T).jpg
1621913593943-- 相似度：0.991057(T).jpg
1621913594063-- 相似度：0.996971(T).jpg
1621913594184-- 相似度：0.997833(T).jpg
1621913594305-- 相似度：0.992188(T).jpg
1621913594425-- 相似度：0.987691(T).jpg
1621913594552-- 相似度：0.996565(T).jpg
1621913594676-- 相似度：0.993026(T).jpg
1621913596388-- 相似度：0.914801(D).jpg
1621913596471-- 相似度：0.0(T).jpg
1621913603268-- 相似度：0.904514(D).jpg
1621913603396-- 相似度：0.946696(T).jpg
1621913603514-- 相似度：0.925775(T).jpg
1621913603853-- 相似度：0.998053(D).jpg
1621913603977-- 相似度：0.99954(T).jpg
1621913604091-- 相似度：0.999921(T).jpg
1621913604212-- 相似度：0.999819(T).jpg
1621913604326-- 相似度：0.999314(T).jpg
1621913604441-- 相似度：0.999531(T).jpg
1621913604556-- 相似度：0.996715(T).jpg
1621913604671-- 相似度：0.979649(T).jpg
1621913604787-- 相似度：0.994928(T).jpg
1621913604909-- 相似度：0.991171(T).jpg
1621913605025-- 相似度：0.996575(T).jpg
1621913615220-- 相似度：0.620003(D).jpg
1621913615396-- 相似度：0.965896(T).jpg
1621913615515-- 相似度：0.946167(T).jpg
1621913615633-- 相似度：0.985253(T).jpg
1621913615754-- 相似度：0.999391(T).jpg
1621913615872-- 相似度：0.992722(T).jpg
1621913615989-- 相似度：0.901188(D).jpg
1621913616110-- 相似度：0.870388(T).jpg
1621913616227-- 相似度：0.912368(T).jpg
1621913616345-- 相似度：0.786539(T).jpg
1621913616464-- 相似度：0.919994(T).jpg
1621913616583-- 相似度：0.958223(T).jpg
1621913616702-- 相似度：0.975649(T).jpg
1621913616820-- 相似度：0.987853(T).jpg
1621913616945-- 相似度：0.992657(T).jpg
1621913617063-- 相似度：0.968197(T).jpg
1621913617184-- 相似度：0.928035(T).jpg
1621913625522-- 相似度：0.996525(D).jpg
1621913625648-- 相似度：0.999921(T).jpg
1621913625765-- 相似度：0.999894(T).jpg
1621913625882-- 相似度：0.999969(T).jpg
1621913625998-- 相似度：0.999843(T).jpg
1621913626114-- 相似度：0.999974(T).jpg
1621913626231-- 相似度：0.999922(T).jpg
1621913626347-- 相似度：0.999938(T).jpg
1621913626469-- 相似度：0.999948(T).jpg
1621913626594-- 相似度：0.999955(T).jpg
1621913626713-- 相似度：0.999872(T).jpg
1621913634871-- 相似度：0.993263(D).jpg
1621913634997-- 相似度：0.935782(T).jpg
1621913635115-- 相似度：0.983904(T).jpg
1621913635234-- 相似度：0.987696(T).jpg
1621913635352-- 相似度：0.966332(T).jpg
1621913635472-- 相似度：0.959556(T).jpg
1621913635594-- 相似度：0.959434(T).jpg
1621913635713-- 相似度：0.855598(D).jpg
1621913635831-- 相似度：0.991377(T).jpg
1621913635952-- 相似度：0.992306(T).jpg
1621913636070-- 相似度：0.981256(T).jpg
1621913636191-- 相似度：0.949355(T).jpg
1621913636310-- 相似度：0.991591(T).jpg
1621913636430-- 相似度：0.98736(T).jpg
1621913636550-- 相似度：0.97922(T).jpg
1621913636672-- 相似度：0.997978(T).jpg
1621913636799-- 相似度：0.998239(T).jpg
1621913636919-- 相似度：0.997964(T).jpg
1621913643842-- 相似度：0.999726(D).jpg
1621913643972-- 相似度：0.999354(T).jpg
1621913644097-- 相似度：0.998937(T).jpg
1621913644222-- 相似度：0.999236(T).jpg
1621913644342-- 相似度：0.999742(T).jpg
1621913644464-- 相似度：0.996409(T).jpg
1621913644584-- 相似度：0.995281(T).jpg
1621913644704-- 相似度：0.996998(T).jpg
1621913644831-- 相似度：0.998866(T).jpg
1621913644954-- 相似度：0.999487(T).jpg
1621913645077-- 相似度：0.998753(T).jpg
1621913646659-- 相似度：0.945235(D).jpg
1621913646743-- 相似度：0.0(T).jpg
1621913656917-- 相似度：0.469856(D).jpg
1621913657046-- 相似度：0.524165(T).jpg
1621913657165-- 相似度：0.438505(T).jpg
1621913657286-- 相似度：0.688686(T).jpg
1621913657407-- 相似度：0.829275(T).jpg
1621913657528-- 相似度：0.228636(T).jpg
1621913657647-- 相似度：0.342833(T).jpg
1621913657766-- 相似度：0.502425(T).jpg
1621913657885-- 相似度：0.527164(T).jpg
1621913658014-- 相似度：0.528131(T).jpg
1621913658134-- 相似度：0.617476(T).jpg
1621913658257-- 相似度：0.589516(D).jpg
1621913658377-- 相似度：0.480284(T).jpg
1621913658497-- 相似度：0.303565(T).jpg
1621913658619-- 相似度：0.363871(T).jpg
1621913658740-- 相似度：0.38518(T).jpg
1621913658860-- 相似度：0.377707(T).jpg
1621913658981-- 相似度：0.346835(T).jpg
1621913659102-- 相似度：0.338501(T).jpg
1621913659222-- 相似度：0.384889(T).jpg
1621913659352-- 相似度：0.42152(T).jpg
1621913659472-- 相似度：0.593601(T).jpg
1621913659597-- 相似度：0.446611(D).jpg
1621913659718-- 相似度：0.66947(T).jpg
1621913659839-- 相似度：0.595588(T).jpg
1621913659960-- 相似度：0.706758(T).jpg
1621913660081-- 相似度：0.906752(T).jpg
1621913660203-- 相似度：0.903572(T).jpg
1621913660323-- 相似度：0.601945(T).jpg
1621913660444-- 相似度：0.751494(T).jpg
1621913660565-- 相似度：0.632677(T).jpg
1621913660694-- 相似度：0.467122(T).jpg
1621913660815-- 相似度：0.593815(T).jpg
1621913661848-- 相似度：0.834795(D).jpg
1621913661978-- 相似度：0.8147(T).jpg
1621913662054-- 相似度：0.0(T).jpg
1621913662129-- 相似度：0.0(T).jpg
1621913662207-- 相似度：0.0(T).jpg
1621913662284-- 相似度：0.0(T).jpg
1621913662363-- 相似度：0.0(T).jpg
1621913663153-- 相似度：0.65612(D).jpg
1621913663282-- 相似度：0.810958(T).jpg
1621913663408-- 相似度：0.959933(T).jpg
1621913663531-- 相似度：0.832384(T).jpg
1621913663655-- 相似度：0.851278(T).jpg
1621913663777-- 相似度：0.628291(T).jpg
1621913663899-- 相似度：0.737899(T).jpg
1621913664025-- 相似度：0.781863(T).jpg
1621913664167-- 相似度：0.838839(T).jpg
1621913664288-- 相似度：0.839002(T).jpg
1621913664412-- 相似度：0.876335(T).jpg
1621913666311-- 相似度：0.599247(D).jpg
1621913666438-- 相似度：0.865512(T).jpg
1621913666558-- 相似度：0.806168(T).jpg
1621913666680-- 相似度：0.879485(T).jpg
1621913666804-- 相似度：0.962412(T).jpg
1621913666926-- 相似度：0.991675(T).jpg
1621913667047-- 相似度：0.93264(T).jpg
1621913667169-- 相似度：0.959139(T).jpg
1621913667291-- 相似度：0.984706(T).jpg
1621913667424-- 相似度：0.969249(T).jpg
1621913667547-- 相似度：0.967829(T).jpg
1621913677801-- 相似度：0.0(D).jpg
1621913677962-- 相似度：0.236967(T).jpg
1621913678759-- 相似度：0.288088(D).jpg
1621913678853-- 相似度：0.0(T).jpg
1621913678927-- 相似度：0.0(T).jpg
1621913678999-- 相似度：0.0(T).jpg
1621913679071-- 相似度：0.0(T).jpg
1621913702189-- 相似度：0.96067(D).jpg
1621913702313-- 相似度：0.99891(T).jpg
1621913702425-- 相似度：0.999604(T).jpg
1621913702540-- 相似度：0.999328(T).jpg
1621913702653-- 相似度：0.998819(T).jpg
1621913702766-- 相似度：0.998971(T).jpg
1621913702880-- 相似度：0.999546(T).jpg
1621913702998-- 相似度：0.999411(T).jpg
1621913703120-- 相似度：0.993617(T).jpg
1621913703234-- 相似度：0.997104(T).jpg
1621913703349-- 相似度：0.997116(T).jpg
